dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1704067200,2024-01-01 00:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,7.55,10000,-0.36,5.5,6.78,8.28,1016,,,57,3.1,160,0,,,,,75,803,Clouds,broken clouds,04n
1704070800,2024-01-01 01:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,7.35,10000,-0.11,5.26,6.56,7.73,1016,,,59,3.1,190,0,,,,,75,803,Clouds,broken clouds,04n
1704074400,2024-01-01 02:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.83,10000,0.28,4.33,5.88,7.7,1016,,,63,3.6,190,,,,,,75,803,Clouds,broken clouds,04n
1704078000,2024-01-01 03:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.68,10000,0.79,5.23,5.88,7.17,1016,,,66,2.1,170,0,,,,,100,804,Clouds,overcast clouds,04n
1704081600,2024-01-01 04:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.26,10000,0.8,4.31,5.67,6.62,1016,,,68,2.6,130,0,,,,,75,803,Clouds,broken clouds,04n
1704085200,2024-01-01 05:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.47,10000,0.83,5.47,4.21,5.91,1016,,,72,0.5,130,0,,,,,20,801,Clouds,few clouds,02n
1704088800,2024-01-01 06:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.79,10000,0.74,3.66,3.1,5.85,1015,,,75,1.54,120,,,,,,0,800,Clear,sky is clear,01n
1704092400,2024-01-01 07:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.11,10000,1.42,4.02,3.44,5.51,1015,,,77,1.54,70,,,,,,100,804,Clouds,overcast clouds,04n
1704096000,2024-01-01 08:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.06,10000,1.72,5.06,4,5.51,1015,,,79,0,0,0,,,,,100,500,Rain,light rain,10n
1704099600,2024-01-01 09:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.22,10000,2.4,4.42,4,6.06,1015,,,82,1.34,352,1.79,0.25,,,,100,500,Rain,light rain,10n
1704103200,2024-01-01 10:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.9,10000,2.43,4.9,3.65,5.85,1015,,,84,0,0,0,0.25,,,,100,500,Rain,light rain,10n
1704106800,2024-01-01 11:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.47,10000,2.01,1.14,3.69,4.91,1016,,,84,4.12,280,,0.15,,,,75,500,Rain,light rain,10n
1704110400,2024-01-01 12:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.74,10000,1.93,1.78,3.44,5.51,1016,,,82,3.6,320,,,,,,75,803,Clouds,broken clouds,04n
1704114000,2024-01-01 13:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.79,10000,1.34,1.85,3.1,4.26,1016,,,84,2.1,350,0,,,,,75,803,Clouds,broken clouds,04d
1704117600,2024-01-01 14:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.71,10000,2.07,1.43,3.44,5.51,1017,,,83,4.12,340,,0.13,,,,75,500,Rain,light rain,10d
1704121200,2024-01-01 15:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.49,10000,1.97,2.39,4.58,6.06,1018,,,78,4.12,350,,,,,,100,804,Clouds,overcast clouds,04d
1704124800,2024-01-01 16:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.72,10000,0.88,2.98,5.14,6.21,1018,,,71,3.6,340,,0.14,,,,100,500,Rain,light rain,10d
1704128400,2024-01-01 17:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.69,10000,0.45,2.38,5.14,6.06,1018,,,69,4.63,340,,0.16,,,,100,500,Rain,light rain,10d
1704132000,2024-01-01 18:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.21,10000,-0.54,1.55,4.55,5.85,1017,,,66,5.1,320,0,0.13,,,,100,500,Rain,light rain,10d
1704135600,2024-01-01 19:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.11,10000,-0.63,1.66,4.21,5.96,1017,,,66,4.63,320,,,,,,100,500,Rain,light rain,10d
1704139200,2024-01-01 20:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.63,10000,-0.15,0.34,3.65,4.95,1018,,,71,6.2,320,0,0.11,,,,100,500,Rain,light rain,10d
1704142800,2024-01-01 21:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.9,10000,0.24,-0.11,3.1,4.39,1018,,,77,5.14,340,,0.13,,,,100,500,Rain,light rain,10d
1704146400,2024-01-01 22:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.77,10000,0.82,-0.01,2.92,4.39,1019,,,81,4.63,300,,0.13,,,,100,500,Rain,light rain,10n
1704150000,2024-01-01 23:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.68,10000,0.9,1.25,2.89,4.39,1019,,,82,2.6,320,0,0.16,,,,100,500,Rain,light rain,10n
1704153600,2024-01-02 00:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.82,10000,1.2,0.34,2.89,4.39,1019,,,83,4.12,330,,0.23,,,,100,500,Rain,light rain,10n
1704157200,2024-01-02 01:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.56,10000,1.11,-0.8,2.89,3.91,1020,,,84,5.7,320,8.2,0.25,,,,100,500,Rain,light rain,10n
1704160800,2024-01-02 02:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.55,10000,1.27,-0.55,2.89,3.91,1020,,,85,5.14,320,,,,,,100,804,Clouds,overcast clouds,04n
1704164400,2024-01-02 03:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.72,10000,1.27,-0.07,2.89,4.39,1020,,,84,4.63,330,,,,,,100,804,Clouds,overcast clouds,04n
1704168000,2024-01-02 04:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.94,10000,1.15,-0.06,2.89,4.39,1020,,,82,5.14,340,,,,,,100,804,Clouds,overcast clouds,04n
1704171600,2024-01-02 05:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.08,10000,1.12,-0.14,3.47,4.51,1020,,,81,5.7,330,0,,,,,100,804,Clouds,overcast clouds,04n
1704175200,2024-01-02 06:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.51,10000,0.83,-0.01,3.44,4.95,1020,,,77,6.7,320,0,,,,,100,804,Clouds,overcast clouds,04n
1704178800,2024-01-02 07:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.5,10000,0.64,0.9,3.44,4.95,1020,,,76,4.63,330,,,,,,100,804,Clouds,overcast clouds,04n
1704182400,2024-01-02 08:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.05,10000,-0.81,-0.97,3.1,4.51,1021,,,70,7.72,320,12.35,,,,,100,804,Clouds,overcast clouds,04n
1704186000,2024-01-02 09:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.6,10000,-1.72,-0.97,2.89,4.26,1021,,,67,6.2,330,0,,,,,100,804,Clouds,overcast clouds,04n
1704189600,2024-01-02 10:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.07,10000,-1.99,-1.64,1.99,3.85,1020,,,68,6.2,330,0,,,,,75,803,Clouds,broken clouds,04n
1704193200,2024-01-02 11:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.44,10000,-2.35,-1.94,1.43,2.91,1021,,,69,5.14,330,,,,,,40,802,Clouds,scattered clouds,03n
1704196800,2024-01-02 12:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.89,10000,-2.82,-2.63,0.88,2.61,1022,,,69,5.14,330,9.77,,,,,40,802,Clouds,scattered clouds,03n
1704200400,2024-01-02 13:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.9,10000,-2.98,-3.13,0.67,2.71,1022,,,68,6.2,340,0,,,,,40,802,Clouds,scattered clouds,03d
1704204000,2024-01-02 14:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.82,10000,-2.74,-1.46,2.2,3.51,1023,,,65,5.14,340,,,,,,100,804,Clouds,overcast clouds,04d
1704207600,2024-01-02 15:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.53,10000,-2.52,-1.06,2.92,4.26,1023,,,63,6.2,350,0,,,,,100,804,Clouds,overcast clouds,04d
1704211200,2024-01-02 16:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.95,10000,-2.94,-1.1,3.31,4.86,1023,,,59,7.72,330,9.77,,,,,75,803,Clouds,broken clouds,04d
1704214800,2024-01-02 17:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.79,10000,-2.86,0.35,4.38,5.96,1021,,,56,6.7,310,0,,,,,75,803,Clouds,broken clouds,04d
1704218400,2024-01-02 18:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.73,10000,-2.74,1.05,4.98,6.85,1020,,,53,8.23,340,,,,,,20,801,Clouds,few clouds,02d
1704222000,2024-01-02 19:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.35,10000,-2.46,1.86,5.54,7.06,1019,,,52,8.23,320,13.38,,,,,0,800,Clear,sky is clear,01d
1704225600,2024-01-02 20:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,7,10000,-2.39,4,6.4,8.1,1019,,,50,4.63,310,9.77,,,,,0,800,Clear,sky is clear,01d
1704229200,2024-01-02 21:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,7.07,10000,-2.1,3.87,6.09,7.73,1019,,,51,5.14,340,,,,,,0,800,Clear,sky is clear,01d
1704232800,2024-01-02 22:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.2,10000,-2.35,3.01,5.7,6.85,1019,,,53,4.63,320,,,,,,0,800,Clear,sky is clear,01n
1704236400,2024-01-02 23:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.41,10000,-2.14,2.93,4.21,6.06,1019,,,57,3.1,290,0,,,,,0,800,Clear,sky is clear,01n
1704240000,2024-01-03 00:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.85,10000,-1.99,3.09,3.14,5.51,1019,,,60,2.1,310,0,,,,,0,800,Clear,sky is clear,01n
1704243600,2024-01-03 01:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.22,10000,-1.94,0.55,2.03,4.95,1020,,,63,4.63,320,,,,,,0,800,Clear,sky is clear,01n
1704247200,2024-01-03 02:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.62,10000,-2.07,1.65,2.03,4.39,1020,,,65,2.1,0,0,,,,,0,800,Clear,sky is clear,01n
1704250800,2024-01-03 03:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.09,10000,-2.15,0.55,2.11,3.85,1020,,,67,2.6,320,0,,,,,0,800,Clear,sky is clear,01n
1704254400,2024-01-03 04:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.58,10000,-2.23,-0.06,1,3.28,1020,,,69,2.6,350,0,,,,,0,800,Clear,sky is clear,01n
1704258000,2024-01-03 05:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.11,10000,-2.46,-1.05,0.32,2.73,1020,,,70,3.1,320,0,,,,,20,801,Clouds,few clouds,02n
1704261600,2024-01-03 06:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.65,10000,-3.2,-1.16,0.67,2.16,1020,,,68,2.6,340,0,,,,,75,803,Clouds,broken clouds,04n
1704265200,2024-01-03 07:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.06,10000,-3.02,0.54,0.36,2.73,1019,,,67,1.54,340,,,,,,75,803,Clouds,broken clouds,04n
1704268800,2024-01-03 08:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.55,10000,-3.11,-0.05,-0.24,2.16,1019,,,69,1.54,360,,,,,,75,803,Clouds,broken clouds,04n
1704272400,2024-01-03 09:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2,10000,-2.9,2,-0.24,2.73,1019,,,68,0.45,315,2.24,,,,,40,802,Clouds,scattered clouds,03n
1704276000,2024-01-03 10:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.14,10000,-3.14,-0.03,-0.67,2.72,1019,,,66,2.06,330,,,,,,75,803,Clouds,broken clouds,04n
1704279600,2024-01-03 11:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.77,10000,-3.1,-1.45,-0.75,2.16,1019,,,68,3.09,330,,,,,,75,803,Clouds,broken clouds,04n
1704283200,2024-01-03 12:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.03,10000,-2.53,-1.52,0.11,2.73,1020,,,70,3.6,350,,,,,,75,803,Clouds,broken clouds,04n
1704286800,2024-01-03 13:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.85,10000,-2.35,0.3,0.36,2.17,1020,,,72,1.54,230,,,,,,75,803,Clouds,broken clouds,04d
1704290400,2024-01-03 14:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.62,10000,-2.25,1.7,2.11,4.03,1020,,,64,2.06,180,,,,,,40,802,Clouds,scattered clouds,03d
1704294000,2024-01-03 15:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.03,10000,-1.64,2.48,3.85,5.51,1020,,,61,3.09,170,,,,,,20,801,Clouds,few clouds,02d
1704297600,2024-01-03 16:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.27,10000,-1.85,4.35,5.54,7.17,1020,,,55,2.57,330,,,,,,40,802,Clouds,scattered clouds,03d
1704301200,2024-01-03 17:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,7.24,10000,-1.5,5.5,6.22,7.73,1019,,,53,2.57,160,,,,,,40,802,Clouds,scattered clouds,03d
1704304800,2024-01-03 18:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,7.87,10000,-1.44,6.66,6.85,8.69,1017,,,51,2.06,160,,,,,,40,802,Clouds,scattered clouds,03d
1704308400,2024-01-03 19:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,8.48,10000,-1.42,6.34,7.51,9.39,1016,,,49,3.6,170,,,,,,75,803,Clouds,broken clouds,04d
1704312000,2024-01-03 20:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,9.11,10000,-1.41,7.39,8.22,9.95,1016,,,47,3.09,170,,,,,,75,803,Clouds,broken clouds,04d
1704315600,2024-01-03 21:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,7.95,,-2.1,6.6,7.54,9,1016,,,48,2.24,190,2.68,,,,,100,804,Clouds,overcast clouds,04d
1704319200,2024-01-03 22:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.85,10000,-1.82,4.35,6.56,7.17,1016,,,53,3.6,190,,,,,,75,803,Clouds,broken clouds,04n
1704322800,2024-01-03 23:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.29,10000,-1.41,3.99,5.32,6.62,1016,,,57,3.09,190,,,,,,75,803,Clouds,broken clouds,04n
1704326400,2024-01-04 00:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.12,10000,-1.13,4.17,4.8,6.62,1016,,,59,2.57,200,,,,,,75,803,Clouds,broken clouds,04n
1704330000,2024-01-04 01:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.98,10000,-1.25,4,4.55,6.62,1016,,,59,2.57,190,,,,,,75,803,Clouds,broken clouds,04n
1704333600,2024-01-04 02:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.72,10000,-1.47,3.31,4.55,6.06,1016,,,59,3.09,190,,,,,,75,803,Clouds,broken clouds,04n
1704337200,2024-01-04 03:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.33,10000,-1.2,2.2,4.55,5.85,1016,,,62,4.12,180,,,,,,75,803,Clouds,broken clouds,04n
1704340800,2024-01-04 04:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.29,10000,-0.11,4.23,4.55,5.7,1016,,,68,1.54,210,,,,,,100,804,Clouds,overcast clouds,04n
1704344400,2024-01-04 05:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.12,10000,-0.08,5.12,4,5.85,1015,,,69,0,0,,,,,,100,804,Clouds,overcast clouds,04n
1704348000,2024-01-04 06:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.9,10000,0.47,4.9,4,5.51,1015,,,73,0.45,296,0.45,,,,,100,804,Clouds,overcast clouds,04n
1704351600,2024-01-04 07:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.07,10000,0.64,5.07,4,5.51,1015,,,73,0.45,222,1.34,,,,,100,804,Clouds,overcast clouds,04n
1704355200,2024-01-04 08:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.02,10000,0.59,5.02,4,5.51,1015,,,73,0.89,261,1.79,,,,,100,804,Clouds,overcast clouds,04n
1704358800,2024-01-04 09:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.18,10000,-0.03,5.18,4,5.85,1014,,,69,0.45,304,1.34,,,,,100,804,Clouds,overcast clouds,04n
1704362400,2024-01-04 10:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.98,10000,-1.11,2.08,4,5.51,1014,,,64,3.6,330,,,,,,100,804,Clouds,overcast clouds,04n
1704366000,2024-01-04 11:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.81,10000,-1.25,1.87,3.85,5.51,1015,,,64,3.6,340,,,,,,100,804,Clouds,overcast clouds,04n
1704369600,2024-01-04 12:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.54,10000,-1.29,1.54,3.85,4.95,1016,,,65,3.6,320,,,,,,100,804,Clouds,overcast clouds,04n
1704373200,2024-01-04 13:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.39,10000,-1.23,1.04,3.44,4.95,1016,,,66,4.12,330,,,,,,75,803,Clouds,broken clouds,04d
1704376800,2024-01-04 14:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.87,10000,-1.01,0.87,3.44,5.51,1017,,,65,5.66,330,,,,,,100,804,Clouds,overcast clouds,04d
1704380400,2024-01-04 15:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.93,10000,-0.78,0.74,4,5.85,1018,,,66,6.17,330,,,,,,75,803,Clouds,broken clouds,04d
1704384000,2024-01-04 16:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.33,10000,-0.81,1.05,4.55,5.85,1018,,,64,6.69,320,10.8,,,,,100,804,Clouds,overcast clouds,04d
1704387600,2024-01-04 17:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.12,,-1.13,3.22,5.32,6.62,1018,,,59,4.02,308,4.47,,,,,53,803,Clouds,broken clouds,04d
1704391200,2024-01-04 18:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,6.07,10000,-1.59,1.49,5.32,6.85,1018,,,57,8.23,340,12.35,,,,,100,804,Clouds,overcast clouds,04d
1704394800,2024-01-04 19:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.73,10000,-2.74,1.21,5.11,6.06,1019,,,53,7.72,320,14.4,,,,,100,804,Clouds,overcast clouds,04d
1704398400,2024-01-04 20:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.77,,-4.38,2.34,5.29,6.43,1019,,,46,4.92,347,8.94,,,,,99,804,Clouds,overcast clouds,04d
1704402000,2024-01-04 21:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.58,10000,-5.06,0.42,4.76,6.06,1020,,,44,9.77,330,13.89,,,,,75,803,Clouds,broken clouds,04d
1704405600,2024-01-04 22:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.48,10000,-4.94,-0.74,4,4.95,1022,,,48,8.75,340,12.86,,,,,40,802,Clouds,scattered clouds,03n
1704409200,2024-01-04 23:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.9,10000,-4.94,-0.11,3.14,4.39,1023,,,50,5.14,320,,,,,,20,801,Clouds,few clouds,02n
1704412800,2024-01-05 00:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.75,10000,-5.65,-2.04,2.03,3.27,1023,,,51,6.17,340,8.75,,,,,0,800,Clear,sky is clear,01n
1704416400,2024-01-05 01:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.32,10000,-5.56,-2.09,1.78,2.73,1024,,,53,5.14,320,,,,,,0,800,Clear,sky is clear,01n
1704420000,2024-01-05 02:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.75,10000,-5.61,-2.52,0.88,2.17,1025,,,55,4.63,330,,,,,,0,800,Clear,sky is clear,01n
1704423600,2024-01-05 03:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.21,10000,-5.64,-3.48,0.36,1.62,1025,,,57,5.14,330,,,,,,0,800,Clear,sky is clear,01n
1704427200,2024-01-05 04:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,0.52,10000,-5.82,-4.62,-0.79,1.06,1026,,,59,5.66,330,,,,,,0,800,Clear,sky is clear,01n
1704430800,2024-01-05 05:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-0.07,10000,-6.13,-4.45,-1.35,0.51,1026,,,60,4.12,330,,,,,,0,800,Clear,sky is clear,01n
1704434400,2024-01-05 06:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-0.63,10000,-6.29,-5.48,-1.56,-0.05,1026,,,62,4.63,330,,,,,,0,800,Clear,sky is clear,01n
1704438000,2024-01-05 07:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-1.04,10000,-6.49,-6.86,-1.9,-0.61,1027,,,63,6.17,330,,,,,,40,802,Clouds,scattered clouds,03n
1704441600,2024-01-05 08:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-1.24,10000,-6.69,-6.24,-2.11,-0.61,1027,,,63,4.63,340,,,,,,40,802,Clouds,scattered clouds,03n
1704445200,2024-01-05 09:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-1.8,10000,-7.04,-6.58,-2.46,-1.17,1027,,,64,4.12,340,,,,,,20,801,Clouds,few clouds,02n
1704448800,2024-01-05 10:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-1.77,10000,-6.84,-5.19,-3.01,-1.16,1028,,,65,2.57,330,,,,,,20,801,Clouds,few clouds,02n
1704452400,2024-01-05 11:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-2.18,10000,-7.05,-7.05,-3.57,-1.72,1028,,,66,4.12,340,,,,,,0,800,Clear,sky is clear,01n
1704456000,2024-01-05 12:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-2.55,10000,-7.59,-6.12,-3.53,-2.15,1029,,,65,2.57,340,,,,,,0,800,Clear,sky is clear,01n
1704459600,2024-01-05 13:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-2.57,10000,-7.26,-6.14,-4.08,-2.15,1029,,,67,2.57,350,,,,,,20,801,Clouds,few clouds,02d
1704463200,2024-01-05 14:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,-1.02,10000,-6.85,-4.3,-1.86,-0.15,1030,,,61,2.57,10,,,,,,20,801,Clouds,few clouds,02d
1704466800,2024-01-05 15:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,0.09,10000,-6.58,-3.47,-0.58,0.85,1030,,,57,3.09,340,,,,,,20,801,Clouds,few clouds,02d
1704470400,2024-01-05 16:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.58,10000,-5.96,-0.01,0.54,2.17,1029,,,54,1.54,0,,,,,,40,802,Clouds,scattered clouds,03d
1704474000,2024-01-05 17:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.9,10000,-5.53,1.17,1.78,3.28,1028,,,51,1.79,271,2.68,,,,,40,802,Clouds,scattered clouds,03d
1704477600,2024-01-05 18:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.39,10000,-5.26,2.6,3.44,5.51,1027,,,47,2.06,100,,,,,,40,802,Clouds,scattered clouds,03d
1704481200,2024-01-05 19:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,4.62,10000,-5.58,1.98,3.62,5.36,1026,,,45,3.09,170,,,,,,40,802,Clouds,scattered clouds,03d
1704484800,2024-01-05 20:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.22,10000,-4.83,2.06,3.78,5.92,1025,,,46,4.12,170,,,,,,40,802,Clouds,scattered clouds,03d
1704488400,2024-01-05 21:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,5.06,,-4.71,3.2,4.33,6.04,1025,,,47,2.24,280,3.13,,,,,51,803,Clouds,broken clouds,04d
1704492000,2024-01-05 22:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.6,10000,-4.72,0.39,2.85,4.37,1025,,,52,3.6,190,,,,,,75,803,Clouds,broken clouds,04n
1704495600,2024-01-05 23:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,3.09,10000,-4.49,1.08,1.43,3.84,1025,,,55,2.06,220,,,,,,75,803,Clouds,broken clouds,04n
1704499200,2024-01-06 00:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.15,10000,-4.65,-0.02,0.36,2.72,1025,,,58,2.06,190,,,,,,75,803,Clouds,broken clouds,04n
1704502800,2024-01-06 01:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,2.13,10000,-4.27,-0.57,-0.11,2.73,1025,,,60,2.57,210,,,,,,75,803,Clouds,broken clouds,04n
1704506400,2024-01-06 02:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.54,10000,-4.38,-0.73,-0.75,2.17,1025,,,62,2.06,170,,,,,,75,803,Clouds,broken clouds,04n
1704510000,2024-01-06 03:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.75,10000,-3.65,-0.49,-0.75,2.17,1024,,,65,2.06,190,,,,,,75,803,Clouds,broken clouds,04n
1704513600,2024-01-06 04:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.52,10000,-3.66,-0.76,-0.75,1.81,1024,,,66,2.06,200,,,,,,75,803,Clouds,broken clouds,04n
1704517200,2024-01-06 05:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,1.17,10000,-3.78,-0.48,-1.31,1.62,1024,,,67,1.54,190,,,,,,100,804,Clouds,overcast clouds,04n
1704520800,2024-01-06 06:00:00 +0000 UTC,-18000,District of Columbia,38.905985,-77.033418,0.93,10000,-3.47,-1.99,-0.45,1.62,1023,,,70,2.57,150,,,,,,100,804,Clouds,overcast clouds,04n
